ID;CLASS;EVENTS
23897;1;1 5 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 56 59 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23898;0;3 6 9 12 15 18 19 24 27 30 33 36 37 40 43 47 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
23899;0;3 6 9 12 15 18 20 22 25 30 33 36 38 42 45 48 51 54 55 58 62 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23900;2;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 97 101 105 108 111 114 117 120 123 126
23901;1;2 4 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23902;0;1 6 9 12 15 18 20 23 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23903;0;2 5 9 12 15 18 20 22 26 30 33 36 37 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23904;0;2 4 8 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 61 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23905;1;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 59 62 64 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23906;0;1 6 9 12 15 18 21 24 27 30 33 36 38 41 43 46 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
23907;0;2 6 9 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 73 76 80 82 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23908;0;1 5 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 113 116 120 123 126
23909;1;2 4 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
23910;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 46 49 53 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23911;2;2 4 8 10 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23912;0;2 5 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 115 120 123 126
23913;1;3 6 9 12 15 18 19 23 27 30 33 36 37 41 45 48 51 54 56 59 61 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23914;0;2 5 9 12 15 18 19 23 25 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
23915;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 110 114 117 120 123 126
23916;0;1 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
23917;1;3 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 62 65 69 72 73 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
23918;0;2 6 9 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
23919;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 59 61 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23920;0;3 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 113 115 119 123 126
23921;2;2 6 9 12 15 18 20 23 25 29 31 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23922;1;1 5 7 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23923;0;1 5 7 11 13 17 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23924;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 43 47 51 54 56 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23925;1;3 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 112 115 120 123 126
23926;0;3 6 9 12 15 18 20 22 25 29 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
23927;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 56 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23928;0;2 5 8 10 15 18 21 24 27 30 33 36 37 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
23929;1;3 6 9 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
23930;0;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 94 97 101 104 108 111 114 117 120 123 126
23931;2;1 4 8 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
23932;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 62 64 67 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23933;0;1 5 7 11 13 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23934;1;2 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 59 61 65 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23935;0;1 5 7 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23936;0;3 6 9 12 15 18 19 23 26 30 33 36 39 42 45 48 51 54 56 58 61 64 68 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23937;1;3 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 109 114 117 120 123 126
23938;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 44 46 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23939;0;1 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 61 64 68 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
23940;0;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 105 108 110 114 117 120 123 126
23941;1;1 5 8 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 58 62 65 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23942;2;3 6 9 12 15 18 20 22 26 28 32 36 37 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23943;0;2 5 7 10 14 18 21 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23944;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 58 61 65 68 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23945;0;1 6 9 12 15 18 20 23 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 116 120 123 126
23946;1;1 4 7 11 14 18 21 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
23947;0;3 6 9 12 15 18 19 23 26 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23948;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
23949;1;1 6 9 12 15 18 19 23 26 30 33 36 38 41 43 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23950;0;2 4 8 10 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
23951;0;1 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
23952;2;3 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 62 64 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
23953;0;2 4 7 11 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23954;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
23955;0;2 4 7 12 15 18 19 24 27 30 33 36 38 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
23956;0;1 5 8 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23957;0;1 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
23958;1;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 110 114 117 120 123 126
23959;0;2 6 9 12 15 18 19 23 25 28 32 34 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23960;0;3 6 9 12 15 18 21 24 27 30 33 36 38 41 43 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 92 94 98 102 105 108 111 114 117 120 123 126
23961;1;3 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 58 62 65 69 72 73 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23962;0;2 4 7 11 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23963;2;3 6 9 12 15 18 19 23 25 28 32 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23964;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
23965;0;3 6 9 12 15 18 19 24 27 30 33 36 37 40 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 111 114 117 120 123 126
23966;1;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
23967;0;3 6 9 12 15 18 19 22 26 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
23968;0;2 6 9 12 15 18 20 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
23969;0;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 79 83 87 90 92 94 99 102 105 108 109 114 117 120 123 126
23970;1;1 6 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 59 63 66 69 72 73 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23971;0;2 4 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 92 94 99 102 105 108 109 114 117 120 123 126
23972;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 47 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
23973;2;2 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 112 117 120 123 126
23974;1;1 5 7 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
23975;0;1 4 8 11 15 18 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23976;0;3 6 9 12 15 18 20 22 25 30 33 36 37 41 43 47 50 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23977;0;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 73 77 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
23978;1;2 4 9 12 15 18 19 24 27 30 33 36 37 41 44 46 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23979;0;1 4 8 12 15 18 20 24 27 30 33 36 38 40 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23980;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 46 50 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
23981;0;3 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 114 117 120 123 126
23982;1;1 6 9 12 15 18 19 24 27 30 33 36 38 41 43 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
23983;0;3 6 9 12 15 18 20 23 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 73 77 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23984;2;2 5 9 12 15 18 19 23 25 28 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
23985;0;2 5 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
23986;1;1 6 9 12 15 18 20 22 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
23987;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 56 60 63 66 69 72 74 76 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
23988;0;2 4 9 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
23989;0;2 4 9 12 15 18 19 22 27 30 33 36 38 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
23990;1;2 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
23991;0;3 6 9 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 111 114 117 120 123 126
23992;0;1 4 8 11 13 17 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23993;0;2 6 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
23994;2;2 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
23995;1;1 4 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 118 123 126
23996;0;3 6 9 12 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 58 62 64 67 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23997;0;2 4 7 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
23998;1;1 6 9 12 15 18 20 23 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
23999;0;2 5 7 11 15 18 21 24 27 30 33 36 37 40 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24000;0;2 6 9 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
24001;0;1 6 9 12 15 18 20 23 27 30 33 36 38 42 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24002;1;2 6 9 12 15 18 21 24 27 30 33 36 37 41 44 46 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
24003;0;2 6 9 12 15 18 20 22 26 28 33 36 37 42 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24004;0;2 4 7 12 15 18 20 24 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24005;2;1 6 9 12 15 18 19 23 27 30 33 36 38 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
24006;0;2 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
24007;1;1 6 9 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24008;0;1 4 9 12 15 18 20 22 27 30 33 36 38 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24009;0;1 4 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 112 117 120 123 126
24010;1;3 6 9 12 15 18 19 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24011;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
24012;0;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 122 126
24013;0;2 4 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24014;1;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 59 62 64 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24015;2;3 6 9 12 15 18 19 24 27 30 33 36 38 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
24016;0;1 5 8 10 13 17 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24017;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 47 50 52 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24018;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 110 113 117 120 123 126
24019;1;1 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 73 77 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24020;0;1 5 8 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24021;0;1 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
24022;1;3 6 9 12 15 18 19 23 25 29 32 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24023;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 58 62 64 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
24024;0;1 6 9 12 15 18 20 23 26 28 33 36 37 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24025;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 51 54 56 58 61 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24026;2;3 6 9 12 15 18 19 24 27 30 33 36 37 41 44 46 49 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24027;1;3 6 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 56 58 62 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24028;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
24029;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 44 46 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
24030;0;2 6 9 12 15 18 19 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24031;1;1 5 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 116 120 123 126
24032;0;3 6 9 12 15 18 19 23 25 28 32 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24033;0;2 4 9 12 15 18 20 22 25 29 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24034;1;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 56 58 62 66 69 72 74 76 80 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24035;0;2 6 9 12 15 18 20 22 25 29 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
24036;2;1 5 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
24037;0;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 76 80 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24038;0;3 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 94 98 102 105 108 110 114 117 120 123 126
24039;1;3 6 9 12 15 18 19 23 25 28 33 36 38 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
24040;0;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
24041;0;3 6 9 12 15 18 20 22 25 29 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 111 114 117 120 123 126
24042;0;1 5 8 10 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
24043;1;1 5 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
24044;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 49 54 57 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
24045;0;1 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 112 116 118 123 126
24046;1;2 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24047;2;2 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 109 114 117 120 123 126
24048;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 109 112 117 120 123 126
24049;0;2 5 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 111 114 117 120 123 126
24050;0;3 6 9 12 15 18 21 24 27 30 33 36 38 41 45 48 51 54 55 59 61 64 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
24051;1;3 6 9 12 15 18 19 22 26 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 111 114 117 120 123 126
24052;0;1 5 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
24053;0;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 95 97 102 105 108 109 113 115 120 123 126
